subword,length
3,酒精性
3,部肿瘤
3,部结构
3,部皮肤
3,部损伤
3,部分性
3,部位的
3,遗忘症
3,遗传性
3,道路外
3,造袋术
3,造瘘术
3,造成的
3,造影术
3,造影图
3,造口术
3,通过被
3,选择性
3,逆转录
3,退行性
3,迟发性
3,迟发型
3,连锁的
3,连接部
3,连接点
3,连接处
3,连接区
3,远距离
3,远中面
3,进行性
3,进展性
3,近中面
3,运动或
3,运动性
3,过程中
3,过氧化
3,过敏性
3,过多症
3,输精管
3,输尿管
3,输卵管
3,软骨部
3,软骨瘤
3,软组织
3,软化症
3,轮匝肌
3,转运的
3,转移至
3,转移术
3,车作为
3,车乘员
3,躯干部
3,躁狂性
3,踝或足
3,踝和或
3,踝关节
3,趾神经
3,趾关节
3,足趾骨
3,足菌肿
3,足第趾
3,足分支
3,足关节
3,起源于
3,起搏器
3,走行于
3,赘生物
3,赖氨酸
3,贮积症
3,贮积病
3,败血症
3,败血病
3,败血性
3,象皮病
3,豆状核
3,谷氨酸
3,调整术
3,调整或
3,诺卡菌
3,诱导的
3,诱发的
3,诱发性
3,诊断性
3,计算机
3,解剖学
3,角膜炎
3,角化病
3,视网膜
3,视神经
3,褶皮肤
3,装置的
3,裂孔疝
3,表面区
3,衣原体
3,衍生物
3,血色素
3,血色病
3,血细胞
3,血管瘤
3,血管病
3,血管环
3,血管炎
3,血管性
3,血管内
3,血清群
3,血清种
3,血清型
3,血栓症
3,血栓性
3,血小板
3,血吸虫
3,血友病
3,蠕虫病
3,螺菌属
3,螺杆菌
3,螺旋板
3,螺旋器
3,螺旋体
3,螺原体
3,融合术
3,蛛网膜
3,蛔虫病
3,蛋白酶
3,蛋白质
3,蛋白尿
3,蚴感染
3,蚓状肌
3,虫感染
3,蓝巩膜
3,葡萄胎
3,葡萄糖
3,营养性
3,萎缩性
3,菌感染
3,获得性
3,莱姆病
3,药物或
3,药物性
3,药源性
3,荨麻疹
3,草酸盐
3,茨海默
3,苯丙酮
3,苯丙胺
3,苍白球
3,节趾骨
3,节育器
3,节皮菌
3,节段性
3,节杆菌
3,节指骨
3,艾滋病
3,色素性
3,良恶性
3,良性瘤
3,舟状骨
3,舞蹈病
3,舒张期
3,舌骨肌
3,舌骨上
3,舌下腺
3,致胎儿
3,致病性
3,致疾病
3,致死性
3,致幻剂
3,自发性
3,膝关节
3,膜结构
3,膈神经
3,膀胱颈
3,膀胱炎
3,腺结构
3,腺病毒
3,腺样体
3,腹膜腔
3,腹膜炎
3,腹膜后
3,腹腔镜
3,腹股沟
3,腹直肌
3,腱鞘炎
3,腱结构
3,腰骶部
3,腰骶椎
3,腰椎体
3,腮腺炎
3,腘静脉
3,腘动脉
3,腕骨和
3,腕或手
3,腕关节
3,腔静脉
3,腔镜下
3,腔结构
3,腓骨头
3,腓肠肌
3,腓动脉
3,腋静脉
3,腋动脉
3,脾静脉
3,脾动脉
3,脱位伴
3,脯氨酸
3,脓疱病
3,脓疱疮
3,脓疱性
3,脓毒症
3,脓毒性
3,脑血管
3,脑膜炎
3,脑膜支
3,脑膜下
3,脑脊髓
3,脑脊膜
3,脑脊液
3,脑缺血
3,脑积水
3,脑神经
3,脑白质
3,脑卒中
3,脑动脉
3,脑出血
3,脐静脉
3,脊髓病
3,脊髓炎
3,脊髓束
3,脊髓后
3,脊髓前
3,脊神经
3,脊椎骨
3,脊柱裂
3,脊柱炎
3,脊柱区
3,脊柱前
3,脊柱侧
3,脉络膜
3,脉络丛
3,脉管炎
3,脂褐质
3,脂血症
3,脂蛋白
3,脂肪瘤
3,脂肪垫
3,胼胝体
3,胸骨柄
3,胸骨体
3,胸膜腔
3,胸膜瘘
3,胸膜炎
3,胸腺瘤
3,胸腰椎
3,胸腔镜
3,胸脊髓
3,胸神经
3,胸椎骨
3,胸椎间
3,胸椎板
3,胸椎弓
3,胸椎全
3,胸椎体
3,胸导管
3,胸大肌
3,胶状质
3,胱氨酸
3,胰腺炎
3,胰岛素
3,胰头部
3,胰体部
3,胫腓骨
3,胫神经
3,胡萝卜
3,胎龄儿
3,胎粪性
3,胎儿和
3,背动脉
3,背侧面
3,胆脂瘤
3,胆红素
3,胆管炎
3,胆石病
3,胆汁郁
3,胆汁淤
3,胆总管
3,胆固醇
3,胆囊管
3,胆囊炎
3,胆囊和
3,胃食管
3,胃镜下
3,胃肠道
3,胃肠炎
3,胃肠液
3,胃溃疡
3,肿瘤性
3,肿瘤型
3,肾静脉
3,肾透析
3,肾衰竭
3,肾脏病
3,肾损害
3,肾小管
3,肾小球
3,肾动脉
3,肾功能
3,肾上腺
3,肽分泌
3,肺静脉
3,肺胸膜
3,肺结核
3,肺水肿
3,肺气肿
3,肺栓塞
3,肺动脉
3,肺不张
3,肱动脉
3,肩胛骨
3,肩胛间
3,肩胛区
3,肩胛下
3,肩关节
3,肥胖症
3,肢畸形
3,股骨髁
3,股骨颈
3,股骨干
3,股骨头
3,股静脉
3,股神经
3,股动脉
3,肠系膜
3,肠穿孔
3,肠球菌
3,肠状菌
3,肠梗阻
3,肠杆菌
3,肝静脉
3,肝衰竭
3,肝萎缩
3,肝脓肿
3,肝细胞
3,肝硬变
3,肝硬化
3,肝病损
3,肝星状
3,肝昏迷
3,肝损伤
3,肝坏死
3,肝动脉
3,肘关节
3,肌阵挛
3,肌间隙
3,肌萎缩
3,肌腱鞘
3,肌腱炎
3,肌肌腱
3,肌肉瘤
3,肌结构
3,肌纤维
3,肌无力
3,肌强直
3,肌张力
3,肋骨角
3,肋骨头
3,肋骨外
3,肋骨内
3,肋骨体
3,肋间隙
3,肋软骨
3,肋结节
3,肋横突
3,肋下缘
3,肋上缘
3,肉芽肿
3,耻骨支
3,耻骨上
3,耶尔森
3,耳鼻喉
3,耳蜗管
3,耳聋和
3,耐药的
3,老年性
3,翻修术
3,羊膜腔
3,置管术
3,置换术
3,置入术
3,置入或
3,网膜炎
3,缺血性
3,缺乏症
3,缺乏病
3,缺乏性
3,缩短术
3,缝结构
3,缝合术
3,缘结构
3,缘皮肤
3,缓解期
3,综合症
3,综合征
3,维生素
3,继发的
3,继发性
3,继发于
3,绦虫病
3,结节病
3,结节状
3,结节性
3,结膜炎
3,结肠炎
3,结核病
3,结核性
3,结扎术
3,结合部
3,结合点
3,结合性
3,结合处
3,绒毛膜
3,经鼻镜
3,经静脉
3,经阴道
3,经胃镜
3,经皮肾
3,经尿道
3,经导管
3,经喉镜
3,经典型
3,细菌性
3,细菌属
3,细胞癌
3,细胞瘤
3,细胞性
3,细胞层
3,组织炎
3,组织学
3,线虫病
3,线粒体
3,线检查
3,纵韧带
3,纤维鞘
3,纤维素
3,纤维瘤
3,纤维环
3,纤维性
3,纤维化
3,纤毛虫
3,红蛋白
3,红细胞
3,红皮病
3,红球菌
3,红斑性
3,紧张症
3,素血症
3,素缺乏
3,素分泌
3,系膜下
3,系统性
3,糖蛋白
3,糖尿病
3,糖基化
3,精神病
3,精神性
3,精囊腺
3,粘蛋白
3,粘膜下
3,粘液腺
3,粘液瘤
3,粘液性
3,粘多糖
3,粒细胞
3,类鼻疽
3,类风湿
3,类型的
3,类固醇
3,管结构
3,筋膜炎
3,筋膜室
3,第颈椎
3,第蹠骨
3,第跖骨
3,第趾骨
3,第足趾
3,第腰椎
3,第胸椎
3,第掌骨
3,第四趾
3,第四指
3,第四五
3,第十二
3,第十一
3,第五趾
3,第五指
3,第二趾
3,第二指
3,第三趾
3,第三指
3,第三四
3,第一趾
3,第一指
3,立克次
3,窦房结
3,突结构
3,穿刺术
3,穿刺伤
3,移行带
3,移行区
3,移植肾
3,移植的
3,移植物
3,移植术
3,移植后
3,移位术
3,科装置
3,禽流感
3,离断术
3,神经鞘
3,神经节
3,神经皮
3,神经痛
3,神经病
3,神经炎
3,神经根
3,神经核
3,神经束
3,神经性
3,神经元
3,神经丛
3,磷酸酶
3,磷酸盐
3,磷酸化
3,磁共振
3,碱中毒
3,碎石术
3,碎片伤
3,硬膜外
3,硬膜下
3,硬脑膜
3,硬化症
3,硬化性
3,硬化剂
3,硫酸盐
3,硫胺素
3,破坏术
3,破坏性
3,破伤风
3,矿物质
3,石膏样
3,短杆菌
3,短暂性
3,矫治术
3,矫正术
3,矢状面
3,矢状窦
3,睾丸炎
3,睫状体
3,睑外翻
3,睑内翻
3,眼神经
3,眼皮肤
3,眼外肌
3,眼内炎
3,真菌病
3,真菌性
3,相关的
3,相关性
3,直视下
3,目前为
3,盆腔炎
3,盆不称
3,皮质醇
3,皮脂腺
3,皮肤的
3,皮肤病
3,皮肤或
3,皮肤和
3,皮肌炎
3,皮神经
3,皮下囊
3,的需要
3,的行为
3,的胎儿
3,的肿瘤
3,的肌肉
3,的置入
3,的结构
3,的类型
3,的确定
3,的皮肤
3,的症状
3,的疾病
3,的方式
3,的整个
3,的撕裂
3,的损伤
3,的指骨
3,的慢性
3,的感染
3,的急性
3,的影响
3,的异常
3,的头部
3,的其他
3,的免疫
3,的体肺
3,百日咳
3,白血病
3,白蛋白
3,白细胞
3,白化病
3,白内障
3,癣菌性
3,瘤恶性
3,瘙痒症
3,痴呆伴
3,痛风石
3,痘病毒
3,痉挛性
3,症状的
3,症状性
3,症候群
3,病病毒
3,病理性
3,病毒群
3,病毒组
3,病毒科
3,病毒病
3,病毒性
3,病毒属
3,病毒型
3,病所致
3,病原体
3,病伴有
3,疾病的
3,疾病或
3,疱疹性
3,疟原虫
3,畸胎瘤
3,男性化
3,电解质
3,电灼术
3,电切术
3,电凝术
3,甲状腺
3,甲沟炎
3,用制剂
3,生理性
3,生物学
3,生物型
3,生殖道
3,生殖器
3,甘油三
3,甘氨酸
3,瓣叶尖
3,琥珀酸
3,球蛋白
3,球虫病
3,球菌性
3,球菌属
3,球孢子
3,玻璃体
3,环扎术
3,环境下
3,猩红热
3,狭窄伴
3,狂犬病
3,状韧带
3,状软骨
3,状细胞
3,状病毒
3,犯罪者
3,特指的
3,特征的
3,特异性
3,特定的
3,特发性
3,特发于
3,牵引术
3,物质的
3,牙齿槽
3,牙釉质
3,牙源性
3,牙槽窝
3,牙槽突
3,牙槽嵴
3,牙本质
3,牙周炎
3,焦磷酸
3,热球菌
3,烧灼术
3,点连线
3,炎症性
3,灌注术
3,潜伏期
3,潜伏性
3,滴虫病
3,滤泡性
3,滑膜炎
3,滑膜囊
3,滑囊炎
3,滋养体
3,溶酶体
3,溶血病
3,溶血性
3,溃疡性
3,游走性
3,游离体
3,清除术
3,清扫术
3,清创术
3,混合性
3,混合型
3,深静脉
3,深动脉
3,淋菌性
3,淋病性
3,淋球菌
3,淋巴群
3,淋巴结
3,淋巴管
3,淋巴瘤
3,淋巴样
3,淀粉样
3,消融术
3,消化道
3,浸润性
3,海绵窦
3,海绵状
3,海绵体
3,浆膜下
3,浆液性
3,浅静脉
3,浅表性
3,浅表区
3,浅表伤
3,浅动脉
3,流行性
3,流出道
3,流产伴
3,活组织
3,活检术
3,活动的
3,活动性
3,活动度
3,泰勒虫
3,泪小管
3,泪囊炎
3,注意力
3,注射术
3,注射或
3,泛发性
3,泌尿道
3,泌尿系
3,治疗的
3,治疗术
3,治疗性
3,沟结构
3,沙雷菌
3,沙门菌
3,沉积症
3,沉积病
3,沉着症
3,沉着病
3,永久性
3,水平的
3,氯胺酮
3,氨基酸
3,氧化碳
3,氏菌病
3,氏菌属
3,氏球菌
3,氏杆菌
3,毛细管
3,毛癣菌
3,毛滴虫
3,毛囊炎
3,母细胞
3,段抬高
3,正常的
3,止血术
3,次发作
3,横韧带
3,横结肠
3,横突间
3,横切术
3,楔状骨
3,楔形骨
3,椎间隙
3,椎间盘
3,椎间孔
3,椎管内
3,椎弓根
3,椎动脉
3,椎关节
3,椎体间
3,植骨术
3,植皮术
3,植入物
3,植入术
3,植入式
3,棘间肌
3,棒杆菌
3,检查或
3,检查中
3,梭菌性
3,梨状窝
3,梗阻的
3,梗阻性
3,梅毒性
3,桡骨干
3,桡骨头
3,桡神经
3,桡尺骨
3,桡动脉
3,桡侧腕
3,根瘤菌
3,根治术
3,根治性
3,根分叉
3,核苷酸
3,核结构
3,核细胞
3,样变性
3,栖热菌
3,栓塞术
3,树胶肿
3,标本的
3,柯萨奇
3,染色体
3,架桥术
3,枝原体
3,板结构
3,松解术
3,松果腺
3,松果体
3,束结构
3,杓间襞
3,村氏菌
3,材料或
3,李斯特
3,杆菌科
3,杆菌性
3,杆菌属
3,杆状菌
3,杀虫剂
3,机械性
3,机器人
3,未确定
3,未破裂
3,未知是
3,未知或
3,未特指
3,未提及
3,未成熟
3,未分类
3,未分娩
3,未分化
3,朗格汉
3,有感染
3,有害性
3,有关的
3,更年期
3,曲霉菌
3,曲霉病
3,暴露于
3,暴发性
3,暂时性
3,晶状体
3,普雷沃
3,旷置术
3,早产儿
3,无菌性
3,无胆甾
3,无症状
3,无张力
3,无名指
3,新生物
3,新生儿
3,斯病毒
3,斜角肌
3,整形术
3,整复术
3,整个鼻
3,整个髂
3,整个骶
3,整个颞
3,整个颈
3,整个颅
3,整个趾
3,整个足
3,整个蜗
3,整个舌
3,整个臀
3,整个膝
3,整个膈
3,整个腰
3,整个腕
3,整个脾
3,整个脑
3,整个脐
3,整个胸
3,整个胰
3,整个胃
3,整个肾
3,整个肺
3,整个股
3,整个肝
3,整个肘
3,整个肋
3,整个耳
3,整个第
3,整个眼
3,整个眶
3,整个牙
3,整个枕
3,整个指
3,整个手
3,整个心
3,整个左
3,整个小
3,整个头
3,整个大
3,整个外
3,整个喉
3,整个咽
3,整个后
3,整个右
3,整个副
3,整个前
3,整个内
3,整个下
3,整个上
3,敏感性
3,故意自
3,放线菌
3,放射性
3,放射后
3,收缩期
3,支结构
3,支气管
3,支整体
3,支持带
3,支原体
3,操作后
3,播散性
3,播散型
3,撕裂伤
3,摘除术
3,携带者
3,搭桥术
3,插管术
3,提取物
3,接触性
3,接合部
3,接合点
3,接合处
3,探查术
3,掌指骨
3,损伤或
3,损伤伴
3,挥发性
3,挤压伤
3,指骨底
3,指骨全
3,指骨体
3,指趾骨
3,指肌腱
3,指神经
3,指畸形
3,指掌侧
3,指关节
3,持续性
3,持久性
3,括约肌
3,拟杆菌
3,拟无枝
3,拉病毒
3,拇指的
3,抽吸术
3,折叠术
3,抗生素
3,抗焦虑
3,抗抑郁
3,抗感染
3,抑郁症
3,抑郁性
3,抑制剂
3,扩心病
3,扩张症
3,扩张术
3,扩张器
3,手肌腱
3,手术后
3,手术中
3,手指骨
3,手指的
3,手关节
3,扁桃腺
3,扁桃体
3,所致的
3,所致癣
3,房间隔
3,房室隔
3,房室结
3,房室瓣
3,房室束
3,截骨术
3,截断术
3,或骨盆
3,或肌腱
3,或组织
3,或相关
3,或更多
3,或扭伤
3,或宫内
3,或大腿
3,或可疑
3,或其他
3,或假体
3,成形术
3,成人型
3,憩室炎
3,慢性肺
3,感染的
3,感染性
3,感染后
3,悬雍垂
3,悬吊术
3,恶性瘤
3,息肉病
3,恒磨牙
3,恒切牙
3,恐惧症
3,恐怖症
3,恐怖性
3,总胆管
3,总神经
3,总动脉
3,性鼻炎
3,性黄疸
3,性高潮
3,性骨质
3,性骨盆
3,性骨炎
3,性骨折
3,性障碍
3,性贫血
3,性脱位
3,性脑病
3,性肿瘤
3,性肾病
3,性肺炎
3,性肺泡
3,性肥胖
3,性肝病
3,性肝炎
3,性肝内
3,性肌病
3,性肌炎
3,性结核
3,性紫癜
3,性神经
3,性眩晕
3,性皮肤
3,性皮炎
3,性痴呆
3,性病变
3,性疾病
3,性溃疡
3,性晕厥
3,性早熟
3,性损伤
3,性感染
3,性心衰
3,性心房
3,性心律
3,性心包
3,性头痛
3,性失语
3,性回避
3,性口炎
3,性发作
3,性侏儒
3,性传播
3,急性非
3,急性肺
3,念珠菌
3,志贺菌
3,心静脉
3,心血管
3,心脏病
3,心脏和
3,心脏再
3,心肌病
3,心肌炎
3,心肌梗
3,心绞痛
3,心电图
3,心瓣膜
3,心源性
3,心外膜
3,心因性
3,心包腔
3,心包炎
3,心包液
3,心内膜
3,心内型
3,心下型
3,心上型
3,微血管
3,微生物
3,微球菌
3,微杆菌
3,彻斯特
3,影响的
3,形骨折
3,强迫性
3,强直性
3,弹簧圈
3,弯曲菌
3,弥漫性
3,弥散性
3,引起的
3,引起并
3,引流至
3,引流管
3,引流术
3,引导下
3,引发的
3,弓结构
3,弓形虫
3,异常的
3,异位性
3,开窗术
3,开放性
3,开放式
3,开放伤
3,建造术
3,建筑物
3,延长术
3,度烧伤
3,序列征
3,广泛性
3,幼细胞
3,幼年型
3,并黄疸
3,并发症
3,并发于
3,平滑肌
3,干骺端
3,干结构
3,干细胞
3,干燥症
3,帕金森
3,希特林
3,布尼亚
3,巴贝虫
3,巴比妥
3,巴斯德
3,巴尔通
3,已感染
3,已娩出
3,已分娩
3,巨结肠
3,巨细胞
3,左束支
3,左心房
3,左心室
3,左半侧
3,左冠脉
3,左乳腺
3,左乳房
3,属感染
3,屈肌腱
3,层结构
3,局限性
3,局部用
3,局灶性
3,尿道炎
3,尿道口
3,尿毒症
3,尿崩症
3,尿失禁
3,尼古丁
3,尺神经
3,尺桡骨
3,尺动脉
3,尺侧腕
3,尖结构
3,小鱼际
3,小静脉
3,小细胞
3,小杆菌
3,小孢子
3,小叶间
3,小叶癌
3,小动脉
3,小切口
3,小关节
3,封闭术
3,封堵术
3,导致的
3,导管癌
3,导管内
3,对耳轮
3,对称性
3,对比剂
3,寰枢椎
3,寄生虫
3,家族性
3,家族史
3,宫腔镜
3,室间隔
3,室管膜
3,完全性
3,完全型
3,学检查
3,孤立性
3,孤独症
3,孢菌属
3,孢子虫
3,孢子菌
3,孢囊菌
3,存在的
3,孕产妇
3,孔结构
3,子宫颈
3,子宫和
3,子宫及
3,子宫内
3,子宫与
3,婴幼儿
3,婴儿期
3,婴儿或
3,婴儿型
3,姆斯特
3,妊娠期
3,奈瑟菌
3,奇静脉
3,头颈部
3,头臂干
3,头肌腱
3,头绦虫
3,头结构
3,头畸形
3,天疱疮
3,大麻素
3,大静脉
3,大阴唇
3,大血管
3,大脚趾
3,大网膜
3,大细胞
3,大神经
3,大疱性
3,大汗腺
3,大拇趾
3,大拇指
3,大动脉
3,多部位
3,多角骨
3,多指趾
3,多形性
3,多发性
3,外静脉
3,外脱位
3,外胚层
3,外耳道
3,外耳炎
3,外源性
3,外固定
3,外周区
3,外动脉
3,外分泌
3,外侧面
3,外侧部
3,外侧缘
3,外侧支
3,外侧壁
3,外侧区
3,外伤性
3,复杂性
3,复合物
3,复合性
3,复合体
3,复发性
3,复位术
3,处脓肿
3,处肿瘤
3,处皮肤
3,处女膜
3,壶腹部
3,声门下
3,声门上
3,壁结构
3,墨西哥
3,增生症
3,增生性
3,增殖腺
3,增殖体
3,增多症
3,基底部
3,基底膜
3,基底段
3,基底样
3,基底支
3,基因型
3,埃里希
3,型麻风
3,型肿瘤
3,型肝炎
3,型痴呆
3,垂体腺
3,坏疽性
3,坏疽和
3,坏疽及
3,坏疽与
3,坏死性
3,地方性
3,地中海
3,在他处
3,圆韧带
3,固有层
3,固定术
3,围生期
3,围生儿
3,围产期
3,围产儿
3,因合并
3,回结肠
3,回结构
3,回旋肌
3,回旋支
3,回旋套
3,回归热
3,四迭体
3,四联症
3,囊腺癌
3,囊腺瘤
3,囊结构
3,噬菌体
3,噬细胞
3,器质性
3,嗜酸性
3,嗜血菌
3,嗜中性
3,喉镜下
3,喉软骨
3,喉联合
3,喉气管
3,唾液酸
3,唾液腺
3,哺乳期
3,品他病
3,咽鼓管
3,咽食管
3,咽神经
3,咽峡炎
3,咽头炎
3,咽喉部
3,咽喉炎
3,咽下面
3,咖啡因
3,和颈部
3,和跖骨
3,和腱鞘
3,和腓骨
3,和胸骨
3,和耳聋
3,和气管
3,和尺骨
3,和大腿
3,和卵巢
3,和其他
3,和关节
3,呼肠孤
3,呼吸音
3,呼吸道
3,呼吸的
3,呼吸性
3,周组织
3,周皮肤
3,周期性
3,周围炎
3,吻合术
3,吻合口
3,吸虫病
3,吸入剂
3,听神经
3,听小骨
3,向脱位
3,后鼻孔
3,后韧带
3,后静脉
3,后间隔
3,后遗症
3,后路法
3,后表面
3,后脱位
3,后天性
3,后外侧
3,后动脉
3,后入路
3,同性恋
3,右束支
3,右心房
3,右心室
3,右卵巢
3,右冠脉
3,右乳腺
3,右乳房
3,可卡因
3,古霉素
3,口腔内
3,口咽部
3,变形菌
3,变异型
3,变应性
3,受母体
3,受害者
3,取石术
3,取栓术
3,取出术
3,发育性
3,发癣菌
3,发生的
3,发生器
3,发作性
3,反社会
3,反应性
3,双胎间
3,双相型
3,双球菌
3,双心室
3,双卵巢
3,双出口
3,双入口
3,及卵巢
3,及上臂
3,去除术
3,原因的
3,原发性
3,原位癌
3,厌氧菌
3,卵圆孔
3,卡西酮
3,卟啉症
3,卟啉病
3,单胞菌
3,单纯性
3,单纯型
3,单心室
3,单室心
3,单孢菌
3,单发性
3,半规管
3,半脱位
3,半月板
3,半乳糖
3,升结肠
3,医源性
3,区结构
3,区皮肤
3,区心肌
3,区域的
3,化脓性
3,化合物
3,包涵体
3,动静脉
3,动过缓
3,动脉瘤
3,动脉炎
3,动脉支
3,动脉干
3,功能性
3,力衰竭
3,副鼻窦
3,副韧带
3,副神经
3,副流感
3,副伤寒
3,剥脱术
3,剥离术
3,剖宫产
3,前韧带
3,前静脉
3,前降支
3,前间壁
3,前路法
3,前表面
3,前脱位
3,前联合
3,前纤维
3,前神经
3,前磨牙
3,前房角
3,前庭大
3,前外侧
3,前动脉
3,前列腺
3,前入路
3,前上棘
3,刺激性
3,刺激器
3,刮宫术
3,利什曼
3,创伤性
3,创伤后
3,切除术
3,切除性
3,切除伴
3,切断术
3,切开术
3,切取术
3,分离术
3,分离性
3,分流术
3,分泌物
3,分泌液
3,分期期
3,分娩期
3,分娩时
3,分娩性
3,分娩后
3,出血热
3,出血性
3,凝血酶
3,减少症
3,减压术
3,冷冻术
3,冲洗术
3,冠状窦
3,军团菌
3,再附着
3,再造术
3,再植术
3,内静脉
3,内镜下
3,内酰胺
3,内象限
3,内膜炎
3,内脱位
3,内耳道
3,内窥镜
3,内收肌
3,内异物
3,内容物
3,内固定
3,内动脉
3,内分泌
3,内出血
3,内侧面
3,内侧肌
3,内侧缘
3,内侧核
3,内侧支
3,其他骨
3,其他或
3,其他和
3,兴奋剂
3,关节面
3,关节镜
3,关节部
3,关节突
3,关节的
3,关节病
3,关节炎
3,关节或
3,关节囊
3,关节内
3,全身性
3,全结肠
3,全粗隆
3,全椎体
3,全关节
3,入路的
3,免疫性
3,克雷伯
3,克氏菌
3,光凝固
3,先天性
3,充血性
3,儿童期
3,偏头痛
3,假声带
3,假单胞
3,修补术
3,修正术
3,修整术
3,修复术
3,促性腺
3,侵袭性
3,侧脑室
3,侧切牙
3,依赖性
3,侏儒症
3,使用者
3,佩吉特
3,佝偻病
3,作用于
3,体静脉
3,体结构
3,体征或
3,低通气
3,低血钙
3,低血糖
3,低血压
3,低体重
3,伸肌腱
3,伴黄疸
3,伴梗阻
3,伴房室
3,伴感染
3,伴急性
3,伴坏疽
3,伴产前
3,传输的
3,传染病
3,传染性
3,会阴部
3,会厌谷
3,会厌炎
3,以外的
3,代谢病
3,代谢性
3,人工骨
3,亮氨酸
3,产褥期
3,产程或
3,产后期
3,产伤致
3,产伤性
3,交通支
3,交界性
3,交界处
3,交界区
3,亚慢性
3,亚急性
3,亚利桑
3,二磷酸
3,二氏病
3,二尖瓣
3,二头肌
3,乳腺癌
3,乳腺炎
3,乳突炎
3,乳磨牙
3,乳杆菌
3,乳头肌
3,乳头瘤
3,乳头状
3,乳头体
3,乳动脉
3,之间的
3,主静脉
3,主动脉
3,为主要
3,临产前
3,中静脉
3,中间型
3,中胚层
3,中耳炎
3,中毒性
3,中枢性
3,中指骨
3,中所有
3,中心部
3,中心腱
3,中心区
3,中央区
3,中国耳
3,中动脉
3,中切牙
3,中使用
3,个人史
3,严重的
3,丝虫病
3,丝虫性
3,丝菌病
3,丛结构
3,丛神经
3,丘脑束
3,与心境
3,与左位
3,与卵巢
3,与分娩
3,不规则
3,不育症
3,不耐症
3,不耐受
3,不稳定
3,不确定
3,不明确
3,不明的
3,不并发
3,不对称
3,不完全
3,不合并
3,不协调
3,不包括
3,不伴有
3,不伴发
3,不一致
3,下颌骨
3,下颌线
3,下颌第
3,下颌恒
3,下颌左
3,下颌右
3,下颌乳
3,下颌下
3,下静脉
3,下象限
3,下肢骨
3,下肢肌
3,下直肌
3,下狭窄
3,下牙槽
3,下斜肌
3,下尿路
3,下外侧
3,下咽部
3,下动脉
3,下丘脑
3,上颌骨
3,上颌第
3,上颌窦
3,上颌左
3,上颌右
3,上颌乳
3,上韧带
3,上静脉
3,上象限
3,上腹部
3,上腭骨
3,上肢骨
3,上肢肌
3,上神经
3,上直肌
3,上皮癌
3,上皮瘤
3,上皮样
3,上皮内
3,上动脉
3,三角肌
3,三角区
3,三尖瓣
3,三头肌
3,三分之
3,一过性
3,Ⅰ障碍
3,Ⅰ手术
2,龟头
2,龋齿
2,齿龈
2,齿窝
2,齿槽
2,鼻骨
2,鼻部
2,鼻道
2,鼻腔
2,鼻翼
2,鼻窦
2,鼻疽
2,鼻甲
2,鼻炎
2,鼻根
2,鼻孔
2,鼻咽
2,鼻后
2,鼻内
2,鼻侧
2,鼠疫
2,鼓膜
2,鼓窦
2,鼓室
2,黑色
2,黑素
2,黏膜
2,黏液
2,黄褐
2,黄色
2,黄素
2,黄瘤
2,黄疸
2,黄斑
2,黄体
2,麻风
2,麻醉
2,麻痹
2,麻疹
2,麦角
2,麦芽
2,麦格
2,鹰嘴
2,鹦鹉
2,鸣音
2,鳞癌
2,鳞状
2,鳞柱
2,鳃弓
2,鲍氏
2,鱼鳞
2,鱼际
2,高血
2,高温
2,高度
2,高原
2,高压
2,高位
2,髓鞘
2,髓质
2,髓系
2,髓核
2,髓样
2,髌骨
2,髌股
2,髌前
2,髋骨
2,髋部
2,髋臼
2,髂骨
2,髂腰
2,髂股
2,髂窝
2,髂总
2,髂嵴
2,髂外
2,髁突
2,骺板
2,骶髂
2,骶骨
2,骶部
2,骶段
2,骶椎
2,骶尾
2,骶区
2,骰骨
2,骨髓
2,骨骼
2,骨骺
2,骨间
2,骨质
2,骨膜
2,骨盆
2,骨病
2,骨疣
2,骨炎
2,骨术
2,骨折
2,骨性
2,骨干
2,骨和
2,骨及
2,骨化
2,骤停
2,马里
2,马蹄
2,马类
2,马来
2,马拉
2,马尾
2,马尔
2,马利
2,首次
2,饮食
2,食道
2,食管
2,食物
2,食指
2,飞机
2,风疹
2,风湿
2,颧骨
2,颤动
2,颞骨
2,颞颌
2,颞叶
2,颞下
2,额鼻
2,额骨
2,额窦
2,额叶
2,颜面
2,颜色
2,颚口
2,颗粒
2,颏点
2,颏下
2,颌骨
2,颌面
2,颌下
2,颊部
2,颊沟
2,颊侧
2,颈髓
2,颈颈
2,颈部
2,颈胸
2,颈段
2,颈椎
2,颈区
2,颈前
2,颅骨
2,颅面
2,颅腔
2,颅缝
2,颅窝
2,颅底
2,颅外
2,颅内
2,预防
2,顽固
2,须疮
2,顶骨
2,顶部
2,顶端
2,顶盖
2,顶叶
2,韧带
2,韦荣
2,韦氏
2,韦尔
2,鞭毛
2,鞘膜
2,鞘脂
2,鞘瘤
2,革兰
2,面骨
2,面颊
2,面部
2,面容
2,非面
2,非洲
2,非波
2,非法
2,静脉
2,静止
2,青霉
2,青春
2,青斑
2,青年
2,霍乱
2,霉菌
2,霉素
2,霉病
2,霉属
2,震颤
2,震荡
2,需要
2,集合
2,雅司
2,难治
2,隧道
2,障碍
2,隔膜
2,隔离
2,隐窝
2,隐睾
2,隐球
2,隐性
2,隐匿
2,隆起
2,隆突
2,隆椎
